timestamp,price_sol,price_usd
2026-03-30 16:27:59.759,0.0016442160,0.138454
2026-03-30 16:28:01.383,0.0016445310,0.138467
2026-03-30 16:28:03.190,0.0016488100,0.138850
2026-03-30 16:28:04.938,0.0016491780,0.138866
2026-03-30 16:28:06.758,0.0016538860,0.139274
2026-03-30 16:28:08.590,0.0016626840,0.140017
2026-03-30 16:28:10.408,0.0016633130,0.140069
2026-03-30 16:28:12.576,0.0016656530,0.140261
2026-03-30 16:28:14.322,0.0016656530,0.140262
2026-03-30 16:28:16.076,0.0016656530,0.140265
2026-03-30 16:28:17.888,0.0016758330,0.141119
2026-03-30 16:28:19.765,0.0016792620,0.141410
2026-03-30 16:28:21.524,0.0016796270,0.141430
2026-03-30 16:28:23.396,0.0016856520,0.141941
2026-03-30 16:28:25.134,0.0016862590,0.141995
2026-03-30 16:28:26.914,0.0016915340,0.142440
2026-03-30 16:28:28.728,0.0016984010,0.143016
2026-03-30 16:28:30.504,0.0016987200,0.143043
2026-03-30 16:28:32.248,0.0017042870,0.143515
2026-03-30 16:28:34.117,0.0017047120,0.143556
2026-03-30 16:28:35.952,0.0017086700,0.143921
2026-03-30 16:28:37.637,0.0017154120,0.144486
2026-03-30 16:28:39.458,0.0017156700,0.144513
2026-03-30 16:28:41.223,0.0017197070,0.144868
2026-03-30 16:28:43.029,0.0017203400,0.144901
2026-03-30 16:28:44.894,0.0017249670,0.145288
2026-03-30 16:28:46.541,0.0017276310,0.145517
2026-03-30 16:28:48.288,0.0017279040,0.145540
2026-03-30 16:28:50.134,0.0017363750,0.146259
2026-03-30 16:28:51.950,0.0017369070,0.146333
2026-03-30 16:28:53.696,0.0017433330,0.146842
2026-03-30 16:28:55.505,0.0017436340,0.146867
2026-03-30 16:28:57.339,0.0017501710,0.147425
2026-03-30 16:28:59.093,0.0017544000,0.147763
2026-03-30 16:29:00.937,0.0017531300,0.147659
2026-03-30 16:29:02.725,0.0017611030,0.148330
2026-03-30 16:29:04.492,0.0017613860,0.148344
2026-03-30 16:29:06.358,0.0017634220,0.148522
2026-03-30 16:29:08.169,0.0017666590,0.148777
2026-03-30 16:29:09.948,0.0017672510,0.148821
2026-03-30 16:29:12.101,0.0017741000,0.149391
2026-03-30 16:29:13.923,0.0017781300,0.149728
2026-03-30 16:29:15.735,0.0017787860,0.149786
2026-03-30 16:29:17.620,0.0017811580,0.149985
2026-03-30 16:29:19.378,0.0017815150,0.149998
2026-03-30 16:29:21.119,0.0017861330,0.150379
2026-03-30 16:29:22.952,0.0017927730,0.150940
2026-03-30 16:29:24.769,0.0017933540,0.150989
2026-03-30 16:29:26.509,0.0017976510,0.151350
2026-03-30 16:29:28.388,0.0017976510,0.151350
2026-03-30 16:29:29.993,0.0018054640,0.152012
2026-03-30 16:29:31.779,0.0018132650,0.152665
2026-03-30 16:29:33.415,0.0018134820,0.152682
2026-03-30 16:29:35.263,0.0018203400,0.153260
2026-03-30 16:29:37.029,0.0018207190,0.153292
2026-03-30 16:29:39.181,0.0018231840,0.153498
2026-03-30 16:29:40.997,0.0018292700,0.154030
2026-03-30 16:29:42.782,0.0018299540,0.154088
2026-03-30 16:29:44.427,0.0018356680,0.154563
2026-03-30 16:29:46.242,0.0018360320,0.154597
2026-03-30 16:29:48.023,0.0018403020,0.154960
2026-03-30 16:29:49.833,0.0018475780,0.155566
2026-03-30 16:29:52.015,0.0018481770,0.155616
2026-03-30 16:29:53.769,0.0018573280,0.156390
2026-03-30 16:29:55.642,0.0018577220,0.156407
2026-03-30 16:29:57.402,0.0018663600,0.157142
2026-03-30 16:29:59.161,0.0018712600,0.157581
2026-03-30 16:30:00.992,0.0018718770,0.157610
2026-03-30 16:30:02.765,0.0018779430,0.158151
2026-03-30 16:30:04.545,0.0018803110,0.158367
2026-03-30 16:30:06.431,0.0018807160,0.158345
2026-03-30 16:30:08.293,0.0018901510,0.159150
2026-03-30 16:30:09.878,0.0018907030,0.159272
2026-03-30 16:30:11.587,0.0018971880,0.159843
2026-03-30 16:30:13.747,0.0018979420,0.159922
2026-03-30 16:30:15.538,0.0019030130,0.160349
2026-03-30 16:30:17.404,0.0019033200,0.160379
2026-03-30 16:30:19.225,0.0019071620,0.160732
2026-03-30 16:30:20.990,0.0019073780,0.160779
2026-03-30 16:30:22.796,0.0019110400,0.161083
2026-03-30 16:30:24.647,0.0019196100,0.161839
2026-03-30 16:30:26.231,0.0019200110,0.161840
2026-03-30 16:30:28.046,0.0019242720,0.162197
2026-03-30 16:30:29.906,0.0019266950,0.162401
2026-03-30 16:30:31.673,0.0019275340,0.162468
2026-03-30 16:30:33.394,0.0019309080,0.162753
2026-03-30 16:30:35.032,0.0019315100,0.162810
2026-03-30 16:30:36.924,0.0019385020,0.163393
2026-03-30 16:30:38.733,0.0019391780,0.163452
2026-03-30 16:30:40.492,0.0019447450,0.163898
2026-03-30 16:30:42.284,0.0019453740,0.163954
2026-03-30 16:30:44.134,0.0019500620,0.164345
2026-03-30 16:30:45.900,0.0019543490,0.164706
2026-03-30 16:30:47.482,0.0019543490,0.164705
2026-03-30 16:30:49.295,0.0019546300,0.164711
2026-03-30 16:30:51.106,0.0019578250,0.164949
2026-03-30 16:30:52.874,0.0019602100,0.165172
2026-03-30 16:30:54.752,0.0019604020,0.165190
2026-03-30 16:30:56.343,0.0019673370,0.165781
2026-03-30 16:30:58.129,0.0019680400,0.165835
2026-03-30 16:30:59.994,0.0019769630,0.166584
2026-03-30 16:31:01.783,0.0019813420,0.166954
2026-03-30 16:31:03.557,0.0019817510,0.166994
2026-03-30 16:31:05.390,0.0019889400,0.167592
2026-03-30 16:31:07.158,0.0019892520,0.167614
2026-03-30 16:31:08.945,0.0019954630,0.168117
2026-03-30 16:31:10.802,0.0019954630,0.168116
2026-03-30 16:31:13.008,0.0020048750,0.168894
2026-03-30 16:31:14.751,0.0020111580,0.169422
2026-03-30 16:31:16.691,0.0020115100,0.169440
2026-03-30 16:31:18.550,0.0020165470,0.169881
2026-03-30 16:31:20.345,0.0020239060,0.170503
2026-03-30 16:31:22.179,0.0020246020,0.170565
2026-03-30 16:31:24.058,0.0020277440,0.170821
2026-03-30 16:31:25.823,0.0020364370,0.171572
2026-03-30 16:31:27.676,0.0020364370,0.171537
2026-03-30 16:31:29.295,0.0020420550,0.172014
2026-03-30 16:31:30.884,0.0020427660,0.172075
2026-03-30 16:31:32.738,0.0020520760,0.172864
2026-03-30 16:31:34.570,0.0020522990,0.172894
2026-03-30 16:31:36.331,0.0020596350,0.173498
2026-03-30 16:31:38.023,0.0020690840,0.174320
2026-03-30 16:31:39.847,0.0020695100,0.174333
2026-03-30 16:31:41.456,0.0020737900,0.174716
2026-03-30 16:31:43.339,0.0020745590,0.174772
2026-03-30 16:31:45.157,0.0020800470,0.175237
2026-03-30 16:31:46.752,0.0020807270,0.175272
2026-03-30 16:31:48.577,0.0020904600,0.176095
2026-03-30 16:31:50.429,0.0020971560,0.176676
2026-03-30 16:31:52.233,0.0020980400,0.176745
2026-03-30 16:31:53.903,0.0021006300,0.176959
2026-03-30 16:31:55.933,0.0021030290,0.177149
2026-03-30 16:31:57.594,0.0021034410,0.177192
2026-03-30 16:31:59.407,0.0021098400,0.177760
2026-03-30 16:32:01.235,0.0021104080,0.177824
2026-03-30 16:32:02.997,0.0021171500,0.178384
2026-03-30 16:32:04.850,0.0021173880,0.178387
2026-03-30 16:32:06.711,0.0021199850,0.178600
2026-03-30 16:32:08.460,0.0021243650,0.178963
2026-03-30 16:32:10.281,0.0021250810,0.179018
2026-03-30 16:32:12.091,0.0021332630,0.179691
2026-03-30 16:32:13.903,0.0021338710,0.179758
2026-03-30 16:32:15.595,0.0021358220,0.179993
2026-03-30 16:32:17.451,0.0021406650,0.180376
2026-03-30 16:32:19.216,0.0021410210,0.180400
2026-03-30 16:32:21.059,0.0021487990,0.181049
2026-03-30 16:32:22.797,0.0021492600,0.181099
2026-03-30 16:32:24.562,0.0021519480,0.181308
2026-03-30 16:32:26.397,0.0021600930,0.181993
2026-03-30 16:32:28.245,0.0021609320,0.182074
2026-03-30 16:32:30.096,0.0021656590,0.182414
2026-03-30 16:32:31.939,0.0021720550,0.182950
2026-03-30 16:32:33.705,0.0021724960,0.182987
2026-03-30 16:32:35.502,0.0021724960,0.182998
2026-03-30 16:32:37.345,0.0021782700,0.183475
2026-03-30 16:32:39.100,0.0021840120,0.183952
2026-03-30 16:32:40.750,0.0021903150,0.184451
2026-03-30 16:32:42.418,0.0021907220,0.184477
2026-03-30 16:32:44.223,0.0021962920,0.184928
2026-03-30 16:32:45.980,0.0021965250,0.184945
2026-03-30 16:32:47.832,0.0022052530,0.185692
2026-03-30 16:32:49.632,0.0022057840,0.185740
2026-03-30 16:32:51.477,0.0022148720,0.186507
2026-03-30 16:32:53.322,0.0022151420,0.186529
2026-03-30 16:32:55.083,0.0022181760,0.186782
2026-03-30 16:32:56.738,0.0022273460,0.187613
2026-03-30 16:32:58.642,0.0022273460,0.187619
2026-03-30 16:33:00.399,0.0022349630,0.188278
2026-03-30 16:33:02.214,0.0022353970,0.188323
2026-03-30 16:33:04.054,0.0022382950,0.188597
2026-03-30 16:33:05.849,0.0022387610,0.188627
2026-03-30 16:33:07.701,0.0022464530,0.189238
2026-03-30 16:33:09.645,0.0022517680,0.189667
2026-03-30 16:33:11.421,0.0022525670,0.189736
2026-03-30 16:33:13.319,0.0022598490,0.190360
2026-03-30 16:33:15.206,0.0022602830,0.190396
2026-03-30 16:33:16.812,0.0022682520,0.191061
2026-03-30 16:33:18.765,0.0022687580,0.191113
2026-03-30 16:33:20.640,0.0022720400,0.191351
2026-03-30 16:33:22.403,0.0022779270,0.191853
2026-03-30 16:33:24.295,0.0022783540,0.191864
2026-03-30 16:33:26.290,0.0022852530,0.192439
2026-03-30 16:33:28.041,0.0022923930,0.193041
2026-03-30 16:33:29.714,0.0022927070,0.193067
2026-03-30 16:33:31.564,0.0022952520,0.193284
2026-03-30 16:33:33.313,0.0022960310,0.193346
2026-03-30 16:33:35.167,0.0023009070,0.193735
2026-03-30 16:33:36.845,0.0023015210,0.193798
2026-03-30 16:33:38.603,0.0023084710,0.194382
2026-03-30 16:33:40.415,0.0023093310,0.194455
2026-03-30 16:33:42.318,0.0023170760,0.195108
2026-03-30 16:33:44.151,0.0023237290,0.195685
2026-03-30 16:33:46.022,0.0023239650,0.195718
2026-03-30 16:33:48.049,0.0023245940,0.195768
2026-03-30 16:33:49.801,0.0023354530,0.196680
2026-03-30 16:33:51.513,0.0023396780,0.197024
2026-03-30 16:33:53.419,0.0023418730,0.197221
2026-03-30 16:33:55.202,0.0023425410,0.197282
2026-03-30 16:33:57.013,0.0023464670,0.197610
2026-03-30 16:33:58.859,0.0023464670,0.197610
2026-03-30 16:34:00.627,0.0023566590,0.198458
2026-03-30 16:34:02.481,0.0023569510,0.198481
2026-03-30 16:34:04.153,0.0023671710,0.199323
2026-03-30 16:34:05.915,0.0023722790,0.199757
2026-03-30 16:34:07.674,0.0023730480,0.199822
2026-03-30 16:34:09.542,0.0023820490,0.200569
2026-03-30 16:34:11.312,0.0023824760,0.200619
2026-03-30 16:34:13.077,0.0023904670,0.201267
2026-03-30 16:34:14.915,0.0023987110,0.201966
2026-03-30 16:34:16.581,0.0023990340,0.201999
2026-03-30 16:34:18.454,0.0024034860,0.202384
2026-03-30 16:34:20.308,0.0024041450,0.202445
2026-03-30 16:34:22.113,0.0024134740,0.203225
2026-03-30 16:34:23.944,0.0024246210,0.204144
2026-03-30 16:34:25.756,0.0024250810,0.204170
2026-03-30 16:34:27.416,0.0024316410,0.204721
2026-03-30 16:34:29.256,0.0024325620,0.204816
2026-03-30 16:34:31.068,0.0024398120,0.205431
2026-03-30 16:34:32.903,0.0024504120,0.206322
2026-03-30 16:34:34.716,0.0024509140,0.206364
2026-03-30 16:34:36.421,0.0024575440,0.206922
2026-03-30 16:34:38.247,0.0024585330,0.206976
2026-03-30 16:34:40.140,0.0024637300,0.207415
2026-03-30 16:34:42.006,0.0024641200,0.207499
2026-03-30 16:34:43.755,0.0024721170,0.208122
2026-03-30 16:34:45.484,0.0024727600,0.208174
2026-03-30 16:34:47.312,0.0024819570,0.208947
2026-03-30 16:34:48.911,0.0024819570,0.208951
2026-03-30 16:34:50.751,0.0024897300,0.209603
2026-03-30 16:34:52.619,0.0025004690,0.210506
2026-03-30 16:34:54.466,0.0025011400,0.210545
2026-03-30 16:34:56.382,0.0025057690,0.211004
2026-03-30 16:34:58.230,0.0025117430,0.211500
2026-03-30 16:35:00.016,0.0025120870,0.211531
2026-03-30 16:35:01.841,0.0025188100,0.212111
2026-03-30 16:35:03.928,0.0025278410,0.212886
2026-03-30 16:35:05.725,0.0025281210,0.212864
2026-03-30 16:35:07.549,0.0025336200,0.213345
2026-03-30 16:35:09.228,0.0025343240,0.213382
2026-03-30 16:35:11.008,0.0025434470,0.214131
2026-03-30 16:35:12.837,0.0025439090,0.214167
2026-03-30 16:35:14.552,0.0025439090,0.214163
2026-03-30 16:35:16.351,0.0025595520,0.215453
2026-03-30 16:35:18.248,0.0025600770,0.215510
2026-03-30 16:35:19.903,0.0025700080,0.216341
2026-03-30 16:35:21.664,0.0025702500,0.216361
2026-03-30 16:35:23.500,0.0025728110,0.216576
2026-03-30 16:35:25.567,0.0025844300,0.217549
2026-03-30 16:35:27.407,0.0025854070,0.217628
2026-03-30 16:35:29.570,0.0025882920,0.217872
2026-03-30 16:35:31.404,0.0025948910,0.218433
2026-03-30 16:35:33.236,0.0025977400,0.218669
2026-03-30 16:35:35.078,0.0026030300,0.219095
2026-03-30 16:35:36.921,0.0026072510,0.219508
2026-03-30 16:35:38.663,0.0000000270,0.000002
2026-03-30 16:35:40.408,0.0000000270,0.000002
2026-03-30 16:35:42.269,0.0000000270,0.000002
2026-03-30 16:35:43.908,0.0000000270,0.000002
2026-03-30 16:35:45.678,0.0000000270,0.000002
2026-03-30 16:35:47.614,0.0000000270,0.000002
2026-03-30 16:35:49.396,0.0000000270,0.000002
2026-03-30 16:35:51.216,0.0000000270,0.000002
2026-03-30 16:35:53.035,0.0000000270,0.000002
2026-03-30 16:35:54.786,0.0000000270,0.000002
2026-03-30 16:35:56.505,0.0000000270,0.000002
2026-03-30 16:35:58.415,0.0000000270,0.000002
2026-03-30 16:36:00.029,0.0000000270,0.000002
2026-03-30 16:36:01.809,0.0000000270,0.000002
2026-03-30 16:36:03.676,0.0000000270,0.000002
2026-03-30 16:36:05.414,0.0000000270,0.000002
2026-03-30 16:36:07.290,0.0000000270,0.000002
2026-03-30 16:36:09.295,0.0000000270,0.000002
2026-03-30 16:36:11.056,0.0000000270,0.000002
2026-03-30 16:36:12.821,0.0000000270,0.000002
2026-03-30 16:36:14.486,0.0000000270,0.000002
2026-03-30 16:36:16.073,0.0000000270,0.000002
2026-03-30 16:36:17.924,0.0000000270,0.000002
2026-03-30 16:36:19.740,0.0000000270,0.000002
2026-03-30 16:36:21.529,0.0000000270,0.000002
2026-03-30 16:36:23.349,0.0000000270,0.000002
